2021-02-15 11:42:15,872 INFO    MainThread:13584 [wandb_setup.py:_flush():70] setting env: {}
2021-02-15 11:42:15,873 INFO    MainThread:13584 [wandb_setup.py:_flush():70] multiprocessing start_methods=spawn
2021-02-15 11:42:15,873 INFO    MainThread:13584 [wandb_setup.py:_flush():70] setting login settings: {}
2021-02-15 11:42:15,873 INFO    MainThread:13584 [wandb_init.py:_log_setup():318] Logging user logs to C:\Users\Juhyeon\Desktop\repository\Proxy-Anchor-CVPR2020\code\wandb\run-20210215_114215-1c0nb7np\logs\debug.log
2021-02-15 11:42:15,873 INFO    MainThread:13584 [wandb_init.py:_log_setup():319] Logging internal logs to C:\Users\Juhyeon\Desktop\repository\Proxy-Anchor-CVPR2020\code\wandb\run-20210215_114215-1c0nb7np\logs\debug-internal.log
2021-02-15 11:42:17,753 INFO    MainThread:13584 [wandb_run.py:_console_start():1399] atexit reg
2021-02-15 11:42:17,754 INFO    MainThread:13584 [wandb_run.py:_redirect():1262] redirect: SettingsConsole.WRAP
2021-02-15 11:42:17,754 INFO    MainThread:13584 [wandb_run.py:_redirect():1297] Wrapping output streams.
2021-02-15 11:42:17,754 INFO    MainThread:13584 [wandb_run.py:_redirect():1313] Redirects installed.
2021-02-15 11:42:17,755 INFO    MainThread:13584 [wandb_run.py:_config_callback():663] config_cb None None {'LOG_DIR': '../logs', 'dataset': 'cars', 'sz_embedding': 512, 'sz_batch': 128, 'nb_epochs': 100, 'gpu_id': 0, 'nb_workers': 0, 'model': 'bn_inception', 'loss': 'Contrastive', 'optimizer': 'adamw', 'lr': 0.0001, 'weight_decay': 0.0001, 'lr_decay_step': 20, 'lr_decay_gamma': 0.5, 'alpha': 32, 'mrg': 0.1, 'IPC': None, 'warm': 1, 'bn_freeze': 1, 'l2_norm': 1, 'remark': ''}
